ENTITY_NAME*|*ENTITY_NUM*|*INITIAL_FILING_DATE*|*JURISDICTION*|*ENTITY_STATUS*|*STANDING_SOS*|*ENTITY_TYPE*|*FILING_TYPE*|*FOREIGN_NAME*|*STANDING_FTB*|*STANDING_VCFCF*|*STANDING_AGENT*|*SUSPENSION_DATE*|*LAST_SI_FILE_NUMBER*|*LAST_SI_FILE_DATE*|*PRINCIPAL_ADDRESS*|*PRINCIPAL_ADDRESS2*|*PRINCIPAL_CITY*|*PRINCIPAL_STATE*|*PRINCIPAL_COUNTRY*|*PRINCIPAL_POSTAL_CODE*|*MAILING_ADDRESS*|*MAILING_ADDRESS2*|*MAILING_ADDRESS3*|*MAILING_CITY*|*MAILING_STATE*|*MAILING_COUNTRY*|*MAILING_POSTAL_CODE*|*PRINCIPAL_ADDRESS_IN_CA*|*PRINCIPAL_ADDRESS2_IN_CA*|*PRINCIPAL_CITY_IN_CA*|*PRINCIPAL_STATE_IN_CA*|*PRINCIPAL_COUNTRY_IN_CA*|*PRINCIPAL_POSTAL_CODE_IN_CA*|*LLC_MANAGEMENT_STRUCTURE*|*TYPE_OF_BUSINESS
Nolevia LLC*|*B20250190326*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251402847*|*Jul  2 2025 11:22AM*|*2108 N ST*|*STE N*|*SACRAMENTO*|*CA*|*United States*|*95816*|*2108 N ST*|*STE N*|**|*SACRAMENTO*|*CA*|*United States*|*95816*|*2108 N ST*|*STE N*|*SACRAMENTO*|*CA*|*United States*|*95816*|*All LLC Member(s)*|*Any lawful purpose
NomEx Auto*|*B20250189406*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2435 STROZIER AVE*|**|*SOUTH EL MONTE*|*CA*|*United States*|*91733*|*2435 STROZIER AVE*|**|**|*SOUTH EL MONTE*|*CA*|*United States*|*91733*|**|**|**|**|**|**|**|*
NOOD INTERNATIONAL PROPERTIES LLC*|*B20250190683*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1535 EAST YOSEMITE AVE, SUITE 105*|**|*MADERA*|*CA*|*United States*|*93638*|*1535 EAST YOSEMITE AVE, SUITE 105*|**|**|*MADERA*|*CA*|*United States*|*93638*|**|**|**|**|**|**|*All LLC Member(s)*|*
Noor Financial Services LLC*|*B20250187925*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251402700*|*Jul  2 2025 11:12AM*|*10221 SILVERTON AVE*|**|*TUJUNGA*|*CA*|*United States*|*91042*|*10221 SILVERTON AVE*|**|**|*TUJUNGA*|*CA*|*United States*|*91042*|*10221 SILVERTON AVE*|**|*TUJUNGA*|*CA*|*United States*|*91042*|*All LLC Member(s)*|*Any lawful purpose
NorCal Bocce*|*B20250183282*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Nonprofit Corporation - CA - Public Benefit*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*250 VALLEY VIEW DR*|**|*OROVILLE*|*CA*|*United States*|*95966*|*PO BOX 382*|**|**|*OROVILLE*|*CA*|*United States*|*95966*|**|**|**|**|**|**|**|*
NorCal Media Productions & Gallery, LLC.*|*B20250190154*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251416336*|*Jul  5 2025  9:20AM*|*6148 DALTON WAY*|**|*MAGALIA*|*CA*|*United States*|*95954*|*6148 DALTON WAY*|**|**|*MAGALIA*|*CA*|*United States*|*95954*|**|**|**|**|**|**|*One Manager*|*multimedia services, photography services, gallery
NORCAL SMART MARKETS LLC*|*B20250186591*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*3400 COTTAGE WAY, STE G2 #30340*|**|*SACRAMENTO*|*CA*|*United States*|*95825*|*3400 COTTAGE WAY, STE G2 #30340*|**|**|*SACRAMENTO*|*CA*|*United States*|*95825*|**|**|**|**|**|**|*All LLC Member(s)*|*
Nordic Protection LLC*|*B20250187854*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*22704 VENTURA BLVD*|**|*WOODLAND HILLS*|*CA*|*United States*|*91364*|*22704 VENTURA BLVD*|**|**|*WOODLAND HILLS*|*CA*|*United States*|*91364*|**|**|**|**|**|**|*One Manager*|*
Norma Garcia, Licensed Clinical Social Worker, Inc.*|*B20250189484*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - Professional*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*13701 RIVERSIDE DRIVE*|**|*SHERMAN OAKS*|*CA*|*United States*|*91423*|*13701 RIVERSIDE DRIVE*|*SUITE 500*|**|*SHERMAN OAKS*|*CA*|*United States*|*91423*|**|**|**|**|**|**|**|*
Norman Remy LLC*|*B20250189230*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251407175*|*Jul  2 2025  5:45PM*|*7700 IRVINE CENTER DRIVE*|*SUITE 940*|*IRVINE*|*CA*|*United States*|*92618*|*7700 IRVINE CENTER DRIVE*|*SUITE 940*|**|*IRVINE*|*CA*|*United States*|*92618*|*7700 IRVINE CENTER DRIVE*|*SUITE 940*|*IRVINE*|*CA*|*United States*|*92618*|*One Manager*|*Real property holding company
NORTH STOP PEST CONTROL, LLC*|*B20250187770*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251398390*|*Jul  1 2025  4:22PM*|*1519 HAWTHORN ST*|**|*LEMOORE*|*CA*|*United States*|*93245*|*PO BOX 82431*|**|**|*BAKERSFIELD*|*CA*|*United States*|*93380*|*1519 HAWTHORN ST*|**|*LEMOORE*|*CA*|*United States*|*93245*|*One Manager*|*pest control services
North Wind Sport Horses, LLC*|*B20250186609*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251389053*|*Jun 30 2025  4:48PM*|*2202 FORT JONES RD*|**|*YREKA*|*CA*|*United States*|*96097*|*16030 VENTURA BLVD., SUITE 320*|**|**|*ENCINO*|*CA*|*United States*|*91436*|**|**|**|**|**|**|*One Manager*|*Horses and Other Equine Production
Northbeam Facilities Inc.*|*B20250187026*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Not Good*|**|**|*Jan  1 1900 12:00AM*|*2261 MARKET STREET, SUITE 85531*|**|*SAN FRANCISCO*|*CA*|*United States*|*94114*|*2261 MARKET STREET, SUITE 85531*|**|**|*SAN FRANCISCO*|*CA*|*United States*|*94114*|**|**|**|**|**|**|**|*
NorthStar GTM LLC*|*B20250189076*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*445 HULL AVENUE*|**|*SAN JOSE*|*CA*|*United States*|*95125*|*445 HULL AVENUE*|**|**|*SAN JOSE*|*CA*|*United States*|*95125*|**|**|**|**|**|**|*One Manager*|*
Northstar Horizons Consultants LLC*|*B20250188944*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251404080*|*Jul  2 2025 12:53PM*|*24942 RIVENDELL DR*|**|*LAKE FOREST*|*CA*|*United States*|*92630*|*24942 RIVENDELL DR*|**|**|*LAKE FOREST*|*CA*|*United States*|*92630*|*24942 RIVENDELL DR*|**|*LAKE FOREST*|*CA*|*United States*|*92630*|*All LLC Member(s)*|*Collaborative and insightful consulting for K-12 i
notebook LLC*|*B20250187183*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251392649*|*Jul  1 2025  9:18AM*|*2767 LA CUESTA DR*|**|*LOS ANGELES*|*CA*|*United States*|*90046*|*2767 LA CUESTA DR*|**|**|*LOS ANGELES*|*CA*|*United States*|*90046*|*2767 LA CUESTA DR*|**|*LOS ANGELES*|*CA*|*United States*|*90046*|*All LLC Member(s)*|*accounting and administrative
Noura Vault LLC*|*B20250189317*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251413722*|*Jul  3 2025  4:52PM*|*805 LIBBY DR*|**|*RIVERSIDE*|*CA*|*United States*|*92507*|*805 LIBBY DR*|**|**|*RIVERSIDE*|*CA*|*United States*|*92507*|*805 LIBBY DR*|**|*RIVERSIDE*|*CA*|*United States*|*92507*|*One Manager*|*Online Selling
Nourish with Nora LLC*|*B20250190070*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251411583*|*Jul  3 2025  1:06PM*|*2108 N ST*|*STE N*|*SACRAMENTO*|*CA*|*United States*|*95816*|*5179 LONE TREE WAY*|*SUITE 563*|**|*ANTIOCH*|*CA*|*United States*|*94531*|*2108 N ST*|*STE N*|*SACRAMENTO*|*CA*|*United States*|*95816*|*All LLC Member(s)*|*Any lawful purpose
Nous Savons Strategies LLC*|*B20250188381*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1225 ISLAND AVE UNIT 301*|**|*SAN DIEGO*|*CA*|*United States*|*92101*|*1225 ISLAND AVE UNIT 301*|**|**|*SAN DIEGO*|*CA*|*United States*|*92101*|**|**|**|**|**|**|*One Manager*|*
Nova Domus Development, LLC*|*B20250187335*|*07/01/2025*|*DELAWARE*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2385 HARBOR CIRCLE*|**|*RENO*|*NV*|*United States*|*89519*|*2385 HARBOR CIRCLE*|**|**|*RENO*|*NV*|*United States*|*89519*|*3750 LINDA VISTA AVE*|**|*NAPA*|*CA*|*United States*|*94558*|**|*
NOVA EDVENTURE INC.*|*B20250187800*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*430 S GARFIELD AVE STE 489*|*489*|*ALHAMBRA*|*CA*|*United States*|*91801*|*430 S GARFIELD AVE STE 489*|*489*|**|*ALHAMBRA*|*CA*|*United States*|*91801*|**|**|**|**|**|**|**|*
Nova Fortuna LLC*|*B20250188549*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*110 BAY CREST RD*|**|*SANTA CRUZ*|*CA*|*United States*|*95062*|*110 BAY CREST RD*|**|**|*SANTA CRUZ*|*CA*|*United States*|*95062*|**|**|**|**|**|**|*All LLC Member(s)*|*
Nova Glider*|*B20250186895*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*45494 HAWK CT*|**|*TEMECULA*|*CA*|*United States*|*92592*|*45494 HAWK CT*|**|**|*TEMECULA*|*CA*|*United States*|*92592*|**|**|**|**|**|**|**|*
Nova Notions LLC*|*B20250188041*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*623 ELM AVE*|**|*INGLEWOOD*|*CA*|*United States*|*90301*|*623 ELM AVE*|**|**|*INGLEWOOD*|*CA*|*United States*|*90301*|**|**|**|**|**|**|*All LLC Member(s)*|*
Nova One Protection Group*|*B20250190652*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*506 S SPRING ST #13308*|**|*LOS ANGELES*|*CA*|*United States*|*90013*|*506 S SPRING ST #13308*|**|**|*LOS ANGELES*|*CA*|*United States*|*90013*|**|**|**|**|**|**|**|*
Nova Upper Cervical Chiropractic, Jardin Webb, DC, P.C.*|*B20250188476*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - Professional*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251417565*|*Jul  6 2025  2:17AM*|*1095 BELLINGHAM DR*|**|*OCEANSIDE*|*CA*|*United States*|*92057*|*1095 BELLINGHAM DR*|**|**|*OCEANSIDE*|*CA*|*United States*|*92057*|*1095 BELLINGHAM DR*|**|*OCEANSIDE*|*CA*|*United States*|*92057*|**|*CHIROPRACTIC
NOVA WOUND CARE*|*B20250187083*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - Professional*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*8500 WILSHIRE BLVD*|*1020*|*BEVERLY HILLS*|*CA*|*United States*|*90211*|*8500 WILSHIRE BLVD*|*1020*|**|*BEVERLY HILLS*|*CA*|*United States*|*90211*|**|**|**|**|**|**|**|*
NovaMart Inc.*|*B20250190508*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*20534 HAWTHORNE BLVD*|**|*TORRANCE*|*CA*|*United States*|*90503*|*20534 HAWTHORNE BLVD*|**|**|*TORRANCE*|*CA*|*United States*|*90503*|**|**|**|**|**|**|**|*
NovamindAI LLC*|*B20250187874*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251398352*|*Jul  1 2025  4:19PM*|*22616 KILLY ST*|**|*LAKE FOREST*|*CA*|*United States*|*92630*|*22616 KILLY ST*|**|**|*LAKE FOREST*|*CA*|*United States*|*92630*|*22616 KILLY STREET*|**|*LAKE FOREST*|*CA*|*United States*|*92618*|*More Than One Manager*|*Design, development, and implementation of AI and Technology solutions f
NovaNexus Inc.*|*B20250192031*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251414181*|*Jul  3 2025  7:51PM*|*19295 E. WALNUT DRIVE #108*|**|*CITY OF INDUSTRY*|*CA*|*United States*|*91748*|*19295 E. WALNUT DRIVE #108*|**|**|*CITY OF INDUSTRY*|*CA*|*United States*|*91748*|**|**|**|**|**|**|**|*ANY LAWFUL PURPOSE
NovaPath LLC*|*B20250186592*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
NOVAPOINT INVESTMENT LLC*|*B20250189687*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*31 GERANIUM*|**|*IRVINE*|*CA*|*United States*|*92618*|*14005 GIANT FOREST LOOP*|**|**|*CHINO HILLS*|*CA*|*United States*|*91709*|**|**|**|**|**|**|*More Than One Manager*|*
NovaReach International LLC*|*B20250185679*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*395 CURTNER AVE*|*UNIT 3*|*PALO ALTO*|*CA*|*United States*|*94306*|*395 CURTNER AVE*|*UNIT 3*|**|*PALO ALTO*|*CA*|*United States*|*94306*|**|**|**|**|**|**|*One Manager*|*
NoWhere Soap LLC*|*B20250190730*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251413552*|*Jul  3 2025  4:29PM*|*829 PIPIT STREET*|**|*LATHROP*|*CA*|*United States*|*95330*|*829 PIPIT STREET*|**|**|*LATHROP*|*CA*|*United States*|*95330*|**|**|**|**|**|**|*One Manager*|*Soapmaking
NR Capital LLC*|*B20250192316*|*07/03/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1400 N FULLER AVE*|*UNIT 19*|*LOS ANGELES*|*CA*|*United States*|*90046*|*1400 N FULLER AVE*|*UNIT 19*|**|*LOS ANGELES*|*CA*|*United States*|*90046*|**|**|**|**|**|**|*All LLC Member(s)*|*
NRD Designs LLC*|*B20250187743*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251397510*|*Jul  1 2025  3:13PM*|*31785 CANYON ESTATES DR*|**|*LAKE ELSINORE*|*CA*|*United States*|*92532*|*31785 CANYON ESTATES DR*|**|**|*LAKE ELSINORE*|*CA*|*United States*|*92532*|*31785 CANYON ESTATES DR*|**|*LAKE ELSINORE*|*CA*|*United States*|*92532*|*All LLC Member(s)*|*The LLC will provide designs for a website, mobile application and can a
NT Franchise Group LLC*|*B20250181751*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*123 W. ELM STREET*|**|*LODI*|*CA*|*United States*|*95240*|*P.O BOX 758*|**|**|*VICTOR*|*CA*|*United States*|*95253*|**|**|**|**|**|**|*All LLC Member(s)*|*
NT PAINTING LLC*|*B20250186603*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*3400 COTTAGE WAY, STE G2 #30346*|**|*SACRAMENTO*|*CA*|*United States*|*95825*|*3400 COTTAGE WAY, STE G2 #30346*|**|**|*SACRAMENTO*|*CA*|*United States*|*95825*|**|**|**|**|**|**|*More Than One Manager*|*
Nuali LLC*|*B20250190687*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*15007 HARVARD BLVD*|**|*GARDENA*|*CA*|*United States*|*90247*|*15007 HARVARD BLVD*|**|**|*GARDENA*|*CA*|*United States*|*90247*|**|**|**|**|**|**|*One Manager*|*
Nuance Labs, Inc.*|*B20250187969*|*07/02/2025*|*DELAWARE*|*Active*|*Good*|*Stock Corporation - Out of State - Stock*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1420 5TH AVENUE, SUITE 2200*|**|*SEATTLE*|*WA*|*United States*|*98101*|*1420 5TH AVENUE, SUITE 2200*|**|**|*SEATTLE*|*WA*|*United States*|*98101*|**|**|**|**|**|**|**|*
Nudgr*|*B20250177937*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*127 LAUREL AVE*|**|*MENLO PARK*|*CA*|*United States*|*94025*|*127 LAUREL AVE*|**|**|*MENLO PARK*|*CA*|*United States*|*94025*|**|**|**|**|**|**|**|*
NuFund 25, LLC*|*B20250190913*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
Nursing Wisdom for Newborns LLC*|*B20250187498*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2633 BAMBOO ST*|**|*NEWPORT BEACH*|*CA*|*United States*|*92660*|*2633 BAMBOO ST*|**|**|*NEWPORT BEACH*|*CA*|*United States*|*92660*|**|**|**|**|**|**|*One Manager*|*
Nurture & Beyond LLC*|*B20250190757*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*38 OAK RD ORINDA*|**|*ORINDA*|*CA*|*United States*|*94563*|*38 OAK RD*|**|**|*ORINDA*|*CA*|*United States*|*94563*|**|**|**|**|**|**|*One Manager*|*
NURTURE NEXT CONSULTING LLC*|*B20250191122*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*14530 LA RINCONADA DRIVE*|**|*LOS GATOS*|*CA*|*United States*|*95032*|*14530 LA RINCONADA DRIVE*|**|**|*LOS GATOS*|*CA*|*United States*|*95032*|**|**|**|**|**|**|*One Manager*|*
Nutrient Essence LLC*|*B20250188322*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1825 PENNSLVANIA AVE*|*APT C*|*LOS ANGELES*|*CA*|*United States*|*90033*|*4759 TOMLINSON AVE*|**|*RIVERSIDE*|*RIVERSIDE*|*CA*|*Apo (Us)*|*92503*|**|**|**|**|**|**|*One Manager*|*
NUTRIPRIME USA INC*|*B20250189029*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251403458*|*Jul  2 2025 12:07PM*|*780 E WATSON CENTER ROAD*|**|*CARSON*|*CA*|*United States*|*90745*|*1101 W VALLEY BLVD STE 104*|**|**|*ALHAMBRA*|*CA*|*United States*|*91803*|*780 E WATSON CENTER ROAD*|**|*CARSON*|*CA*|*United States*|*90745*|**|*NUTRITION SUPPLEMENTS TRADING
Nutrition Essence LLC*|*B20250186907*|*06/30/2025*|*CALIFORNIA*|*Terminated*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|*2025-07-06 15:39:59.113*|**|*Jan  1 1900 12:00AM*|*1825 PENNSYLVANIA AVE*|*APT C*|*LOS ANGELES*|*CA*|*United States*|*90033*|*4759 TOMLINSON AVE*|**|*RIVERSIDE*|*RIVERSIDE*|*CA*|*Apo (Us)*|*92503*|**|**|**|**|**|**|*One Manager*|*
Nutri-Villa LLC*|*B20250190415*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1919 JENNIFER PLACE*|**|*WEST COVINA*|*CA*|*United States*|*91792*|*1919 JENNIFER PLACE*|**|**|*WEST COVINA*|*CA*|*United States*|*91792*|**|**|**|**|**|**|*All LLC Member(s)*|*
NUWI EIP Holdings, LLC*|*B20250189078*|*07/01/2025*|*DELAWARE*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2001 WILSHIRE BOULEVARD*|*SUITE 401*|*SANTA MONICA*|*CA*|*United States*|*90403*|*2001 WILSHIRE BOULEVARD*|*SUITE 401*|**|*SANTA MONICA*|*CA*|*United States*|*90403*|*2001 WILSHIRE BOULEVARD*|*SUITE 401*|*SANTA MONICA*|*CA*|*United States*|*90403*|**|*
NUWI Employee Co., LLC*|*B20250189085*|*07/01/2025*|*DELAWARE*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2001 WILSHIRE BOULEVARD*|*SUITE 401*|*SANTA MONICA*|*CA*|*United States*|*90403*|*2001 WILSHIRE BOULEVARD*|*SUITE 401*|**|*SANTA MONICA*|*CA*|*United States*|*90403*|*2001 WILSHIRE BOULEVARD*|*SUITE 401*|*SANTA MONICA*|*CA*|*United States*|*90403*|**|*
NV Car Wash Services*|*B20250187044*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*950 BARNETT WAY #20*|**|*MADERA*|*CA*|*United States*|*93637*|*950 BARNETT WAY #20*|**|**|*MADERA*|*CA*|*United States*|*93637*|**|**|**|**|**|**|**|*
NV Financial Solutions, Inc.*|*B20250186956*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251415246*|*Jul  4 2025 11:20AM*|*8073 CAMINO KIOSCO*|**|*SAN DIEGO*|*CA*|*United States*|*92122*|*8073 CAMINO KIOSCO*|**|**|*SAN DIEGO*|*CA*|*United States*|*92122*|*8073 CAMINO KIOSCO*|**|*SAN DIEGO*|*CA*|*United States*|*92122*|**|*Insurance Services
NVFIX Auto Services LLC*|*B20250191599*|*07/02/2025*|*WYOMING*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*140 SOUTH LINDEN AVENUE*|*SUITE A*|*SOUTH SAN FRANCISCO*|*CA*|*United States*|*94080*|*140 SOUTH LINDEN AVENUE*|*SUITE A*|**|*SOUTH SAN FRANCISCO*|*CA*|*United States*|*94080*|*140 SOUTH LINDEN AVENUE*|*SUITE A*|*SOUTH SAN FRANCISCO*|*CA*|*United States*|*94080*|**|*
Nvista LLC*|*B20250187246*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251394315*|*Jul  1 2025 11:23AM*|*22111 ERWIN ST*|*APT R125*|*WOODLAND HILLS*|*CA*|*United States*|*91367*|*22111 ERWIN ST*|*APT R125*|**|*WOODLAND HILLS*|*CA*|*United States*|*91367*|*22111 ERWIN ST*|*APT R125*|*WOODLAND HILLS*|*CA*|*United States*|*91367*|*More Than One Manager*|*Floral design, event planning, décor, sales, import/export, and all lega
